Problema,PC,PM,TC,TM,Tiempo,Iteraciones,Evaluaciones,Fitness
problem_mknap1,0.9,0.01,0,0,94.26666666666667 +- 60.48877543828267,9601.933333333332 +- 14022.414544242183,9617.866666666667 +- 14022.215931755636,3706.6666666666665 +- 355.19138438344737
problem_mknap1,0.9,0.01,0,1,49.666666666666664 +- 38.100894489756286,1696.6333333333334 +- 9120.267485049471,1712.6 +- 9120.084911885417,3780.0 +- 109.54451150103323
problem_mknap1,0.9,0.01,1,0,89.0 +- 72.61091397018913,8363.066666666668 +- 14345.296787673538,8379.0 +- 14345.096689617772,3706.6666666666665 +- 355.19138438344737
problem_mknap1,0.9,0.01,1,1,40.2 +- 6.359353686527022,26.966666666666665 +- 26.00727130860791,42.96666666666667 +- 26.00727130860791,3800.0 +- 0.0
problem_mknap1,0.9,0.1,0,0,43.733333333333334 +- 9.526490591424826,70.93333333333334 +- 111.91219875368841,86.93333333333334 +- 111.91219875368841,3800.0 +- 0.0
problem_mknap1,0.9,0.1,0,1,49.53333333333333 +- 42.78473247939426,1696.6333333333334 +- 9120.267485049471,1712.6 +- 9120.084911885417,3780.0 +- 109.54451150103323
problem_mknap1,0.9,0.1,1,0,44.0 +- 10.922927484314185,63.733333333333334 +- 101.66338415654339,79.73333333333333 +- 101.66338415654339,3800.0 +- 0.0
problem_mknap1,0.9,0.1,1,1,43.766666666666666 +- 7.681968737124679,26.966666666666665 +- 26.00727130860791,42.96666666666667 +- 26.00727130860791,3800.0 +- 0.0
problem_mknap1,0.9,0.3,0,0,41.56666666666667 +- 7.536958745172801,33.96666666666667 +- 35.1131013306639,49.96666666666667 +- 35.1131013306639,3800.0 +- 0.0
problem_mknap1,0.9,0.3,0,1,47.86666666666667 +- 38.475906776824,1696.6333333333334 +- 9120.267485049471,1712.6 +- 9120.084911885417,3780.0 +- 109.54451150103323
problem_mknap1,0.9,0.3,1,0,43.36666666666667 +- 10.111391095445645,45.233333333333334 +- 47.34589035315877,61.233333333333334 +- 47.34589035315877,3800.0 +- 0.0
problem_mknap1,0.9,0.3,1,1,44.166666666666664 +- 8.698328548648291,26.966666666666665 +- 26.00727130860791,42.96666666666667 +- 26.00727130860791,3800.0 +- 0.0
problem_mknap1,0.75,0.01,0,0,94.83333333333333 +- 56.828285413062616,8501.1 +- 12095.822243579634,8517.066666666668 +- 12095.703982116482,3753.3333333333335 +- 255.6038601690775
problem_mknap1,0.75,0.01,0,1,46.7 +- 33.052883436218934,1693.5333333333333 +- 9120.84059470524,1709.5 +- 9120.658021293162,3780.0 +- 109.54451150103323
problem_mknap1,0.75,0.01,1,0,93.03333333333333 +- 55.0231821572748,6735.033333333334 +- 11365.797951213812,6751.033333333334 +- 11365.797951213812,3800.0 +- 0.0
problem_mknap1,0.75,0.01,1,1,43.63333333333333 +- 9.949816610104563,18.833333333333332 +- 23.233571627597698,34.833333333333336 +- 23.233571627597698,3800.0 +- 0.0
problem_mknap1,0.75,0.1,0,0,46.833333333333336 +- 9.773586266348048,85.6 +- 89.60241683932568,101.6 +- 89.60241683932568,3800.0 +- 0.0
problem_mknap1,0.75,0.1,0,1,50.7 +- 43.12623811316149,1693.5333333333333 +- 9120.84059470524,1709.5 +- 9120.658021293162,3780.0 +- 109.54451150103323
problem_mknap1,0.75,0.1,1,0,49.96666666666667 +- 12.702113137620824,145.6 +- 241.5144173607519,161.6 +- 241.5144173607519,3800.0 +- 0.0
problem_mknap1,0.75,0.1,1,1,42.53333333333333 +- 10.17004842945555,18.833333333333332 +- 23.233571627597698,34.833333333333336 +- 23.233571627597698,3800.0 +- 0.0
problem_mknap1,0.75,0.3,0,0,43.4 +- 8.600721701874992,42.6 +- 51.574920395412185,58.6 +- 51.574920395412185,3800.0 +- 0.0
problem_mknap1,0.75,0.3,0,1,51.7 +- 40.93573601095527,1693.5333333333333 +- 9120.84059470524,1709.5 +- 9120.658021293162,3780.0 +- 109.54451150103323
problem_mknap1,0.75,0.3,1,0,42.53333333333333 +- 7.85090960393733,26.8 +- 31.798286659547536,42.8 +- 31.798286659547536,3800.0 +- 0.0
problem_mknap1,0.75,0.3,1,1,42.8 +- 10.528778296354858,18.833333333333332 +- 23.233571627597698,34.833333333333336 +- 23.233571627597698,3800.0 +- 0.0
problem_mknap1,0.5,0.01,0,0,98.76666666666667 +- 67.8561781972742,8690.733333333334 +- 12941.171545146888,8706.666666666666 +- 12940.951482188926,3706.6666666666665 +- 355.19138438344737
problem_mknap1,0.5,0.01,0,1,53.03333333333333 +- 32.68499954722807,1704.3 +- 9118.863155663876,1720.2666666666667 +- 9118.680583374393,3780.0 +- 109.54451150103323
problem_mknap1,0.5,0.01,1,0,96.86666666666666 +- 55.53919605873473,9544.666666666666 +- 12582.737581999843,9560.666666666666 +- 12582.737581999843,3800.0 +- 0.0
problem_mknap1,0.5,0.01,1,1,48.2 +- 35.115965521152326,1694.6666666666667 +- 9120.690662494784,1710.6333333333334 +- 9120.508090366282,3780.0 +- 109.54451150103323
problem_mknap1,0.5,0.1,0,0,46.3 +- 10.51156998018259,66.46666666666667 +- 98.08255964108567,82.46666666666667 +- 98.08255964108567,3800.0 +- 0.0
problem_mknap1,0.5,0.1,0,1,51.93333333333333 +- 34.39219371464616,1704.3 +- 9118.863155663876,1720.2666666666667 +- 9118.680583374393,3780.0 +- 109.54451150103323
problem_mknap1,0.5,0.1,1,0,45.2 +- 10.270144208771633,69.43333333333334 +- 94.73108339357013,85.43333333333334 +- 94.73108339357013,3800.0 +- 0.0
problem_mknap1,0.5,0.1,1,1,49.13333333333333 +- 29.975545588584925,1694.6666666666667 +- 9120.690662494784,1710.6333333333334 +- 9120.508090366282,3780.0 +- 109.54451150103323
problem_mknap1,0.5,0.3,0,0,42.8 +- 8.852819539169625,29.333333333333332 +- 34.09553852231164,45.333333333333336 +- 34.095538522311635,3800.0 +- 0.0
problem_mknap1,0.5,0.3,0,1,50.666666666666664 +- 37.53925148826028,1704.3 +- 9118.863155663876,1720.2666666666667 +- 9118.680583374393,3780.0 +- 109.54451150103323
problem_mknap1,0.5,0.3,1,0,42.666666666666664 +- 6.471866614143432,29.466666666666665 +- 35.86250883903529,45.46666666666667 +- 35.8625088390353,3800.0 +- 0.0
problem_mknap1,0.5,0.3,1,1,52.233333333333334 +- 41.17974337423457,1694.6666666666667 +- 9120.690662494784,1710.6333333333334 +- 9120.508090366282,3780.0 +- 109.54451150103323
problem_mknap2,0.9,0.01,0,0,211.76666666666668 +- 74.9126771341293,40250.8 +- 19813.75747128834,40266.0 +- 19813.35089068079,8410.739999999998 +- 150.20462732208225
problem_mknap2,0.9,0.01,0,1,215.7 +- 48.19010486496737,46660.13333333333 +- 12653.19482004537,46675.2 +- 12652.941112097491,8268.390000000001 +- 435.8740274753546
problem_mknap2,0.9,0.01,1,0,231.76666666666668 +- 58.86318639560449,44326.23333333333 +- 14899.481108028753,44341.36666666667 +- 14899.14060118982,8386.126666666665 +- 127.64938762453825
problem_mknap2,0.9,0.01,1,1,218.4 +- 59.658568769173534,44994.6 +- 15227.150843148562,45009.7 +- 15226.845714859592,8387.363333333331 +- 184.65465526935338
problem_mknap2,0.9,0.1,0,0,132.2 +- 73.1434113279498,16827.3 +- 20017.454640543256,16843.066666666666 +- 20017.05481097924,8619.953333333335 +- 158.82358839254695
problem_mknap2,0.9,0.1,0,1,229.4 +- 52.34145189242362,46660.13333333333 +- 12653.19482004537,46675.2 +- 12652.941112097491,8268.390000000001 +- 435.8740274753546
problem_mknap2,0.9,0.1,1,0,180.3 +- 86.85665956243555,26868.0 +- 21031.10406697333,26883.7 +- 21030.762944086095,8595.340000000002 +- 172.08101860901849
problem_mknap2,0.9,0.1,1,1,239.43333333333334 +- 66.37390603466734,44994.6 +- 15227.150843148562,45009.7 +- 15226.845714859592,8387.363333333331 +- 184.65465526935338
problem_mknap2,0.9,0.3,0,0,64.2 +- 17.513344665691655,424.5 +- 309.3325127565414,440.5 +- 309.3325127565414,8706.100000000004 +- 3.700170984052295e-12
problem_mknap2,0.9,0.3,0,1,221.03333333333333 +- 45.76739038866544,46660.13333333333 +- 12653.19482004537,46675.2 +- 12652.941112097491,8268.390000000001 +- 435.8740274753546
problem_mknap2,0.9,0.3,1,0,64.5 +- 16.12825748973436,470.9 +- 321.3841132910307,486.9 +- 321.3841132910307,8706.100000000004 +- 3.700170984052295e-12
problem_mknap2,0.9,0.3,1,1,211.3 +- 56.93380911804211,44994.6 +- 15227.150843148562,45009.7 +- 15226.845714859592,8387.363333333331 +- 184.65465526935338
problem_mknap2,0.75,0.01,0,0,213.53333333333333 +- 56.74974302438147,42764.26666666667 +- 16589.607161970584,42779.46666666667 +- 16589.246950823366,8410.739999999998 +- 150.20462732208225
problem_mknap2,0.75,0.01,0,1,218.4 +- 50.230915058220944,46656.433333333334 +- 12667.2670260477,46671.5 +- 12667.013317927464,8318.05 +- 332.4719534450781
problem_mknap2,0.75,0.01,1,0,212.96666666666667 +- 77.94847251752975,40649.8 +- 19154.286590374668,40665.0 +- 19153.88325082428,8410.739999999998 +- 150.20462732208225
problem_mknap2,0.75,0.01,1,1,223.56666666666666 +- 51.616412341313556,46656.433333333334 +- 12667.267385377307,46671.5 +- 12667.013677264267,8360.626666666665 +- 212.39911996267676
problem_mknap2,0.75,0.1,0,0,150.43333333333334 +- 78.50178268713056,20960.766666666666 +- 19466.093323738736,20976.533333333333 +- 19465.73342503982,8619.953333333335 +- 158.82358839254695
problem_mknap2,0.75,0.1,0,1,231.76666666666668 +- 51.64379545691237,46656.433333333334 +- 12667.2670260477,46671.5 +- 12667.013317927464,8318.05 +- 332.4719534450781
problem_mknap2,0.75,0.1,1,0,152.96666666666667 +- 81.74328331928007,21943.2 +- 20642.856809777215,21958.933333333334 +- 20642.48207298079,8607.64666666667 +- 166.05746353417058
problem_mknap2,0.75,0.1,1,1,229.86666666666667 +- 49.598896910240285,46656.433333333334 +- 12667.267385377307,46671.5 +- 12667.013677264267,8360.626666666665 +- 212.39911996267676
problem_mknap2,0.75,0.3,0,0,65.7 +- 18.74906894240075,487.6333333333333 +- 251.12608226825486,503.6333333333333 +- 251.12608226825486,8706.100000000004 +- 3.700170984052295e-12
problem_mknap2,0.75,0.3,0,1,225.06666666666666 +- 49.63656420167624,46656.433333333334 +- 12667.2670260477,46671.5 +- 12667.013317927464,8318.05 +- 332.4719534450781
problem_mknap2,0.75,0.3,1,0,63.86666666666667 +- 13.677903986768747,439.1 +- 423.16821062404796,455.1 +- 423.16821062404796,8706.100000000004 +- 3.700170984052295e-12
problem_mknap2,0.75,0.3,1,1,245.0 +- 58.71145103605105,46656.433333333334 +- 12667.267385377307,46671.5 +- 12667.013677264267,8360.626666666665 +- 212.39911996267676
problem_mknap2,0.5,0.01,0,0,224.0 +- 66.33873367955479,42040.86666666667 +- 18081.24935936127,42056.03333333333 +- 18080.870602862884,8398.43333333333 +- 139.94489884466586
problem_mknap2,0.5,0.01,0,1,224.4 +- 73.61624633284374,43328.46666666667 +- 17261.023198051676,43343.6 +- 17260.67745224227,8299.063333333334 +- 393.0126360022935
problem_mknap2,0.5,0.01,1,0,242.6 +- 65.21561057039155,42943.833333333336 +- 16403.36559469834,42959.0 +- 16402.995550645093,8398.43333333333 +- 139.9448988446659
problem_mknap2,0.5,0.01,1,1,225.3 +- 68.77055805482759,43351.5 +- 17201.328428551573,43366.63333333333 +- 17200.982683402493,8373.38 +- 197.77131935298584
problem_mknap2,0.5,0.1,0,0,172.76666666666668 +- 94.44015924468214,25308.333333333332 +- 22454.30981031195,25324.0 +- 22453.93085623432,8583.033333333335 +- 177.01785090840423
problem_mknap2,0.5,0.1,0,1,226.13333333333333 +- 74.4866261235154,43328.46666666667 +- 17261.023198051676,43343.6 +- 17260.67745224227,8299.063333333334 +- 393.0126360022935
problem_mknap2,0.5,0.1,1,0,147.53333333333333 +- 83.57269531550871,16566.466666666667 +- 19163.430460543645,16582.3 +- 19163.129794675664,8644.56666666667 +- 139.94489884466586
problem_mknap2,0.5,0.1,1,1,221.9 +- 64.68456619200809,43351.5 +- 17201.328428551573,43366.63333333333 +- 17200.982683402493,8373.38 +- 197.77131935298584
problem_mknap2,0.5,0.3,0,0,60.6 +- 15.412936796394614,425.06666666666666 +- 385.69381579204753,441.06666666666666 +- 385.69381579204753,8706.100000000004 +- 3.700170984052295e-12
problem_mknap2,0.5,0.3,0,1,207.13333333333333 +- 68.32818034958238,43328.46666666667 +- 17261.023198051676,43343.6 +- 17260.67745224227,8299.063333333334 +- 393.0126360022935
problem_mknap2,0.5,0.3,1,0,65.03333333333333 +- 12.704827573728064,543.0 +- 361.1888416193734,559.0 +- 361.1888416193734,8706.100000000004 +- 3.700170984052295e-12
problem_mknap2,0.5,0.3,1,1,212.13333333333333 +- 63.83261156219895,43351.5 +- 17201.328428551573,43366.63333333333 +- 17200.982683402493,8373.38 +- 197.77131935298584
problem_mknap3,0.9,0.01,0,0,231.66666666666666 +- 30.691269491314717,45833.8 +- 9024.574069230886,45849.0 +- 9024.193390260849,3874.6666666666665 +- 223.62967129846047
problem_mknap3,0.9,0.01,0,1,186.23333333333332 +- 79.46575203901638,36727.46666666667 +- 22361.041676947007,36742.73333333333 +- 22360.59190187726,3955.0 +- 55.17995638098037
problem_mknap3,0.9,0.01,1,0,220.96666666666667 +- 64.462490206927,39844.566666666666 +- 17124.306261676065,39859.86666666667 +- 17123.877452729328,3950.5 +- 134.0634821320829
problem_mknap3,0.9,0.01,1,1,173.5 +- 104.257886495707,28443.066666666666 +- 25055.408454523116,28458.5 +- 25054.904450371414,4000.0 +- 29.33163526955507
problem_mknap3,0.9,0.1,0,0,85.1 +- 28.904539674471614,2287.8 +- 3833.2487472926523,2303.8 +- 3833.2487472926523,4015.0 +- 0.0
problem_mknap3,0.9,0.1,0,1,195.0 +- 86.93239545365321,36727.46666666667 +- 22361.041676947007,36742.73333333333 +- 22360.59190187726,3955.0 +- 55.17995638098037
problem_mknap3,0.9,0.1,1,0,83.66666666666667 +- 32.56434832158008,2645.366666666667 +- 3855.4638120136888,2661.366666666667 +- 3855.4638120136888,4015.0 +- 0.0
problem_mknap3,0.9,0.1,1,1,165.13333333333333 +- 97.86363959113206,28443.066666666666 +- 25055.408454523116,28458.5 +- 25054.904450371414,4000.0 +- 29.33163526955507
problem_mknap3,0.9,0.3,0,0,92.16666666666667 +- 25.065546257670157,3224.8333333333335 +- 2269.0696116027048,3240.8333333333335 +- 2269.0696116027048,4015.0 +- 0.0
problem_mknap3,0.9,0.3,0,1,194.63333333333333 +- 83.12453612350042,36727.46666666667 +- 22361.041676947007,36742.73333333333 +- 22360.59190187726,3955.0 +- 55.17995638098037
problem_mknap3,0.9,0.3,1,0,91.93333333333334 +- 28.093358318456612,2529.0333333333333 +- 3709.782552260641,2545.0333333333333 +- 3709.782552260641,4015.0 +- 0.0
problem_mknap3,0.9,0.3,1,1,181.33333333333334 +- 101.36935989951196,28443.066666666666 +- 25055.408454523116,28458.5 +- 25054.904450371414,4000.0 +- 29.33163526955507
problem_mknap3,0.75,0.01,0,0,238.36666666666667 +- 45.227763317597784,44106.76666666667 +- 13681.93615226707,44121.96666666667 +- 13681.580594016714,3879.0 +- 206.38681460156147
problem_mknap3,0.75,0.01,0,1,154.5 +- 100.27814765217657,23472.0 +- 25224.872741553845,23487.533333333333 +- 25224.365330498145,3974.5 +- 59.38405103427502
problem_mknap3,0.75,0.01,1,0,255.96666666666667 +- 45.32829163986335,44327.23333333333 +- 13427.795281284712,44342.433333333334 +- 13427.4465816215,3906.5 +- 228.9976283569405
problem_mknap3,0.75,0.01,1,1,174.93333333333334 +- 99.82948681016853,26771.033333333333 +- 25241.169586655426,26786.5 +- 25240.662173332057,3927.5 +- 185.22004620785887
problem_mknap3,0.75,0.1,0,0,92.13333333333334 +- 26.641597411635775,2460.5333333333333 +- 3419.6334420754692,2476.5333333333333 +- 3419.6334420754692,4015.0 +- 0.0
problem_mknap3,0.75,0.1,0,1,158.86666666666667 +- 98.93597139959566,23472.0 +- 25224.872741553845,23487.533333333333 +- 25224.365330498145,3974.5 +- 59.38405103427502
problem_mknap3,0.75,0.1,1,0,82.2 +- 31.62539355077466,2071.366666666667 +- 2833.888269319824,2087.366666666667 +- 2833.888269319824,4015.0 +- 0.0
problem_mknap3,0.75,0.1,1,1,155.06666666666666 +- 94.84940271505299,26771.033333333333 +- 25241.169586655426,26786.5 +- 25240.662173332057,3927.5 +- 185.22004620785887
problem_mknap3,0.75,0.3,0,0,82.1 +- 22.493447321693335,3110.4333333333334 +- 3225.586476300388,3126.4333333333334 +- 3225.586476300388,4015.0 +- 0.0
problem_mknap3,0.75,0.3,0,1,145.03333333333333 +- 92.514857458544,23472.0 +- 25224.872741553845,23487.533333333333 +- 25224.365330498145,3974.5 +- 59.38405103427502
problem_mknap3,0.75,0.3,1,0,88.0 +- 23.49174469820233,2627.3333333333335 +- 1846.301322837809,2643.3333333333335 +- 1846.301322837809,4015.0 +- 0.0
problem_mknap3,0.75,0.3,1,1,158.06666666666666 +- 96.06927577080216,26771.033333333333 +- 25241.169586655426,26786.5 +- 25240.662173332057,3927.5 +- 185.22004620785887
problem_mknap3,0.5,0.01,0,0,231.43333333333334 +- 42.50734892514091,45835.833333333336 +- 10977.908632193183,45850.96666666667 +- 10977.56977528562,3846.8333333333335 +- 266.29152851887636
problem_mknap3,0.5,0.01,0,1,177.0 +- 88.51767795386878,33428.53333333333 +- 23814.89778983378,33443.86666666667 +- 23814.418331430392,3963.5 +- 52.852266450602826
problem_mknap3,0.5,0.01,1,0,229.26666666666668 +- 60.67319656659929,41686.23333333333 +- 15437.173755722508,41701.5 +- 15436.765935081181,3857.3333333333335 +- 271.78443960093705
problem_mknap3,0.5,0.01,1,1,211.7 +- 80.04531044438475,40044.666666666664 +- 20220.608726355593,40059.86666666667 +- 20220.20188980238,3856.0 +- 267.0799957651846
problem_mknap3,0.5,0.1,0,0,80.26666666666667 +- 27.323014592771084,2145.5333333333333 +- 2865.2878261069663,2161.5333333333333 +- 2865.2878261069663,4015.0 +- 0.0
problem_mknap3,0.5,0.1,0,1,184.1 +- 87.95271064807966,33428.53333333333 +- 23814.89778983378,33443.86666666667 +- 23814.418331430392,3963.5 +- 52.852266450602826
problem_mknap3,0.5,0.1,1,0,82.3 +- 30.29527105466894,2613.3333333333335 +- 3458.2247222939486,2629.3333333333335 +- 3458.2247222939486,4015.0 +- 0.0
problem_mknap3,0.5,0.1,1,1,208.8 +- 79.7701006989288,40044.666666666664 +- 20220.608726355593,40059.86666666667 +- 20220.20188980238,3856.0 +- 267.0799957651846
problem_mknap3,0.5,0.3,0,0,91.46666666666667 +- 26.415425657060272,2808.3333333333335 +- 1540.1789267603883,2824.3333333333335 +- 1540.1789267603883,4015.0 +- 0.0
problem_mknap3,0.5,0.3,0,1,186.9 +- 93.53160999878875,33428.53333333333 +- 23814.89778983378,33443.86666666667 +- 23814.418331430392,3963.5 +- 52.852266450602826
problem_mknap3,0.5,0.3,1,0,93.6 +- 28.542285629667383,2681.3333333333335 +- 2442.5033841551162,2697.3333333333335 +- 2442.5033841551162,4015.0 +- 0.0
problem_mknap3,0.5,0.3,1,1,224.46666666666667 +- 82.4753812100746,40044.666666666664 +- 20220.608726355593,40059.86666666667 +- 20220.20188980238,3856.0 +- 267.0799957651846
problem_mknap4,0.9,0.01,0,0,280.1333333333333 +- 22.532326713556163,49985.0 +- 0.0,50000.0 +- 0.0,5682.666666666667 +- 355.8034456747475
problem_mknap4,0.9,0.01,0,1,253.46666666666667 +- 25.910633329585554,49985.0 +- 0.0,50000.0 +- 0.0,5836.333333333333 +- 249.12928832004192
problem_mknap4,0.9,0.01,1,0,276.76666666666665 +- 21.279232766395424,49985.0 +- 0.0,50000.0 +- 0.0,5617.166666666667 +- 485.84388604694345
problem_mknap4,0.9,0.01,1,1,262.3 +- 41.61991400014313,48325.63333333333 +- 9088.725545054893,48340.666666666664 +- 9088.542970869057,5781.166666666667 +- 455.88996580264876
problem_mknap4,0.9,0.1,0,0,131.4 +- 26.823304329862378,9231.966666666667 +- 5826.68495969537,9247.966666666667 +- 5826.68495969537,6120.0 +- 0.0
problem_mknap4,0.9,0.1,0,1,243.96666666666667 +- 17.548913579367014,49985.0 +- 0.0,50000.0 +- 0.0,5836.333333333333 +- 249.12928832004192
problem_mknap4,0.9,0.1,1,0,107.73333333333333 +- 35.10568608362894,6646.966666666666 +- 6644.230675910691,6662.966666666666 +- 6644.230675910691,6120.0 +- 0.0
problem_mknap4,0.9,0.1,1,1,246.76666666666668 +- 40.07637822900197,48325.63333333333 +- 9088.725545054893,48340.666666666664 +- 9088.542970869057,5781.166666666667 +- 455.88996580264876
