Problema,PC,PM,TC,TM,Tiempo,Iteraciones,Evaluaciones,Fitness
problem_mknap7,0.5,0.3,0,1,261.8 +- 19.75958955318518,49985.0 +- 0.0,50000.0 +- 0.0,15621.0 +- 641.9822749728456
problem_mknap7,0.5,0.3,1,0,355.93333333333334 +- 21.88832681076177,49985.0 +- 0.0,50000.0 +- 0.0,16177.8 +- 54.84297333421968
problem_mknap7,0.5,0.3,1,1,288.8666666666667 +- 22.684847340252805,49985.0 +- 0.0,50000.0 +- 0.0,15605.8 +- 746.3474923320537
problem_mknap8,0.9,0.01,0,0,365.4 +- 20.800530497213703,49985.0 +- 0.0,50000.0 +- 0.0,22973.2 +- 373.5344142387548
problem_mknap8,0.9,0.01,0,1,302.4 +- 18.172734407954927,49985.0 +- 0.0,50000.0 +- 0.0,22816.333333333332 +- 401.05613446063353
problem_mknap8,0.9,0.01,1,0,449.8 +- 22.918747032009435,49985.0 +- 0.0,50000.0 +- 0.0,23005.5 +- 451.7111336638295
problem_mknap8,0.9,0.01,1,1,387.53333333333336 +- 22.742536984816514,49985.0 +- 0.0,50000.0 +- 0.0,22921.466666666667 +- 338.89574567524687
problem_mknap8,0.9,0.1,0,0,387.3666666666667 +- 15.608316380375083,49985.0 +- 0.0,50000.0 +- 0.0,22404.5 +- 250.49396028234102
problem_mknap8,0.9,0.1,0,1,302.76666666666665 +- 19.452299453354826,49985.0 +- 0.0,50000.0 +- 0.0,22816.333333333332 +- 401.05613446063353
problem_mknap8,0.9,0.1,1,0,451.26666666666665 +- 20.26196255146035,49985.0 +- 0.0,50000.0 +- 0.0,22386.733333333334 +- 322.20992657211724
problem_mknap8,0.9,0.1,1,1,378.06666666666666 +- 17.905755833084037,49985.0 +- 0.0,50000.0 +- 0.0,22921.466666666667 +- 338.89574567524687
problem_mknap8,0.9,0.3,0,0,414.3666666666667 +- 27.697234186994116,49985.0 +- 0.0,50000.0 +- 0.0,18634.566666666666 +- 608.5527026922343
problem_mknap8,0.9,0.3,0,1,294.8666666666667 +- 17.725363345983247,49985.0 +- 0.0,50000.0 +- 0.0,22816.333333333332 +- 401.05613446063353
problem_mknap8,0.9,0.3,1,0,485.8 +- 22.40597211028561,49985.0 +- 0.0,50000.0 +- 0.0,18990.733333333334 +- 570.175649483883
problem_mknap8,0.9,0.3,1,1,375.8333333333333 +- 26.504499726407335,49985.0 +- 0.0,50000.0 +- 0.0,22921.466666666667 +- 338.89574567524687
problem_mknap8,0.75,0.01,0,0,356.0 +- 19.388941035620242,49985.0 +- 0.0,50000.0 +- 0.0,22940.266666666666 +- 343.16347098153085
problem_mknap8,0.75,0.01,0,1,294.3666666666667 +- 23.97194241167173,49985.0 +- 0.0,50000.0 +- 0.0,23044.8 +- 315.23383767259674
problem_mknap8,0.75,0.01,1,0,417.8 +- 27.41180213980329,49985.0 +- 0.0,50000.0 +- 0.0,22864.866666666665 +- 448.11226528499594
problem_mknap8,0.75,0.01,1,1,358.03333333333336 +- 24.982039525438566,49985.0 +- 0.0,50000.0 +- 0.0,22964.466666666667 +- 411.96566088343627
problem_mknap8,0.75,0.1,0,0,386.4 +- 19.489342799556397,49985.0 +- 0.0,50000.0 +- 0.0,22262.7 +- 309.44690926744187
problem_mknap8,0.75,0.1,0,1,313.6333333333333 +- 32.731386743627574,49985.0 +- 0.0,50000.0 +- 0.0,23044.8 +- 315.23383767259674
problem_mknap8,0.75,0.1,1,0,444.03333333333336 +- 24.266456674599812,49985.0 +- 0.0,50000.0 +- 0.0,22528.0 +- 252.82077609956468
problem_mknap8,0.75,0.1,1,1,366.3 +- 25.853899859228868,49985.0 +- 0.0,50000.0 +- 0.0,22964.466666666667 +- 411.96566088343627
problem_mknap8,0.75,0.3,0,0,413.5 +- 24.992067707091827,49985.0 +- 0.0,50000.0 +- 0.0,18483.2 +- 911.8697880425842
problem_mknap8,0.75,0.3,0,1,300.76666666666665 +- 18.371047936872042,49985.0 +- 0.0,50000.0 +- 0.0,23044.8 +- 315.23383767259674
problem_mknap8,0.75,0.3,1,0,468.3333333333333 +- 24.59791599433513,49985.0 +- 0.0,50000.0 +- 0.0,18770.7 +- 791.6398584692673
problem_mknap8,0.75,0.3,1,1,367.26666666666665 +- 19.748301250964616,49985.0 +- 0.0,50000.0 +- 0.0,22964.466666666667 +- 411.96566088343627
problem_mknap8,0.5,0.01,0,0,351.6 +- 19.094321235599754,49985.0 +- 0.0,50000.0 +- 0.0,23048.0 +- 375.87809836113917
problem_mknap8,0.5,0.01,0,1,296.6 +- 24.28224837627061,49985.0 +- 0.0,50000.0 +- 0.0,23032.4 +- 333.73565835129517
problem_mknap8,0.5,0.01,1,0,400.03333333333336 +- 33.01669727350958,49985.0 +- 0.0,50000.0 +- 0.0,22893.933333333334 +- 498.84417671621475
problem_mknap8,0.5,0.01,1,1,341.6333333333333 +- 28.77796491011511,49985.0 +- 0.0,50000.0 +- 0.0,22851.566666666666 +- 391.4462735261012
problem_mknap8,0.5,0.1,0,0,389.43333333333334 +- 23.312987845809264,49985.0 +- 0.0,50000.0 +- 0.0,22340.8 +- 289.6412049177515
problem_mknap8,0.5,0.1,0,1,304.2 +- 32.82072515956952,49985.0 +- 0.0,50000.0 +- 0.0,23032.4 +- 333.73565835129517
problem_mknap8,0.5,0.1,1,0,419.23333333333335 +- 22.926694775595834,49985.0 +- 0.0,50000.0 +- 0.0,22336.6 +- 287.0180337960281
problem_mknap8,0.5,0.1,1,1,337.6 +- 23.90007935349689,49985.0 +- 0.0,50000.0 +- 0.0,22851.566666666666 +- 391.4462735261012
problem_mknap8,0.5,0.3,0,0,400.53333333333336 +- 17.738975854536136,49985.0 +- 0.0,50000.0 +- 0.0,18020.9 +- 3535.5977336912583
problem_mknap8,0.5,0.3,0,1,297.9 +- 24.4333717520201,49985.0 +- 0.0,50000.0 +- 0.0,23032.4 +- 333.73565835129517
problem_mknap8,0.5,0.3,1,0,445.26666666666665 +- 24.22869961548641,49985.0 +- 0.0,50000.0 +- 0.0,18785.633333333335 +- 647.2337681044713
problem_mknap8,0.5,0.3,1,1,341.26666666666665 +- 23.05455798054174,49985.0 +- 0.0,50000.0 +- 0.0,22851.566666666666 +- 391.4462735261012
problem_mknap9,0.9,0.01,0,0,361.53333333333336 +- 31.704164126948776,49985.0 +- 0.0,50000.0 +- 0.0,22851.0 +- 307.4076255981007
problem_mknap9,0.9,0.01,0,1,300.43333333333334 +- 23.611340544298848,49985.0 +- 0.0,50000.0 +- 0.0,23037.266666666666 +- 303.69096512548833
problem_mknap9,0.9,0.01,1,0,441.23333333333335 +- 22.16036121536385,49985.0 +- 0.0,50000.0 +- 0.0,22926.733333333334 +- 346.0642688301113
problem_mknap9,0.9,0.01,1,1,383.7 +- 22.92890060074012,49985.0 +- 0.0,50000.0 +- 0.0,22891.466666666667 +- 435.12683314125803
problem_mknap9,0.9,0.1,0,0,388.8 +- 22.658483986174453,49985.0 +- 0.0,50000.0 +- 0.0,22192.666666666668 +- 270.4646491443597
problem_mknap9,0.9,0.1,0,1,298.43333333333334 +- 22.646737350966877,49985.0 +- 0.0,50000.0 +- 0.0,23037.266666666666 +- 303.69096512548833
problem_mknap9,0.9,0.1,1,0,450.7 +- 22.017469552999074,49985.0 +- 0.0,50000.0 +- 0.0,22291.066666666666 +- 271.91161511929135
problem_mknap9,0.9,0.1,1,1,387.8333333333333 +- 23.81115840037641,49985.0 +- 0.0,50000.0 +- 0.0,22891.466666666667 +- 435.12683314125803
problem_mknap9,0.9,0.3,0,0,420.56666666666666 +- 27.197468611078033,49985.0 +- 0.0,50000.0 +- 0.0,18495.633333333335 +- 660.8140477828287
problem_mknap9,0.9,0.3,0,1,303.23333333333335 +- 23.17799689856492,49985.0 +- 0.0,50000.0 +- 0.0,23037.266666666666 +- 303.69096512548833
problem_mknap9,0.9,0.3,1,0,488.1333333333333 +- 29.057295758236165,49985.0 +- 0.0,50000.0 +- 0.0,18532.7 +- 651.9976279838382
problem_mknap9,0.9,0.3,1,1,382.6666666666667 +- 30.387535254616733,49985.0 +- 0.0,50000.0 +- 0.0,22891.466666666667 +- 435.12683314125803
problem_mknap9,0.75,0.01,0,0,376.3 +- 27.17269166670452,49985.0 +- 0.0,50000.0 +- 0.0,22809.966666666667 +- 478.9435560533803
problem_mknap9,0.75,0.01,0,1,297.23333333333335 +- 22.57505998515471,49985.0 +- 0.0,50000.0 +- 0.0,23056.333333333332 +- 410.4358770811858
problem_mknap9,0.75,0.01,1,0,436.7 +- 24.868134991008763,49985.0 +- 0.0,50000.0 +- 0.0,22757.066666666666 +- 426.8527916590525
problem_mknap9,0.75,0.01,1,1,372.03333333333336 +- 26.326181190821316,49985.0 +- 0.0,50000.0 +- 0.0,22870.7 +- 346.77033540549775
problem_mknap9,0.75,0.1,0,0,384.53333333333336 +- 18.548600343762967,49985.0 +- 0.0,50000.0 +- 0.0,22120.5 +- 317.00046230794095
problem_mknap9,0.75,0.1,0,1,303.8333333333333 +- 24.873588448369297,49985.0 +- 0.0,50000.0 +- 0.0,23056.333333333332 +- 410.4358770811858
problem_mknap9,0.75,0.1,1,0,419.56666666666666 +- 42.615104440054836,49985.0 +- 0.0,50000.0 +- 0.0,22233.333333333332 +- 303.9703176676771
problem_mknap9,0.75,0.1,1,1,361.46666666666664 +- 26.019532892694727,49985.0 +- 0.0,50000.0 +- 0.0,22870.7 +- 346.77033540549775
problem_mknap9,0.75,0.3,0,0,408.8333333333333 +- 32.737285853556514,49985.0 +- 0.0,50000.0 +- 0.0,18471.1 +- 728.9196233065613
problem_mknap9,0.75,0.3,0,1,306.1 +- 24.919664026074145,49985.0 +- 0.0,50000.0 +- 0.0,23056.333333333332 +- 410.4358770811858
problem_mknap9,0.75,0.3,1,0,474.3 +- 31.628391872079003,49985.0 +- 0.0,50000.0 +- 0.0,18521.033333333333 +- 647.9970457219445
problem_mknap9,0.75,0.3,1,1,364.56666666666666 +- 23.551386712717235,49985.0 +- 0.0,50000.0 +- 0.0,22870.7 +- 346.77033540549775
problem_mknap9,0.5,0.01,0,0,361.6333333333333 +- 27.263064989903068,49985.0 +- 0.0,50000.0 +- 0.0,22940.566666666666 +- 392.2997343985787
problem_mknap9,0.5,0.01,0,1,298.6 +- 27.275857709577227,49985.0 +- 0.0,50000.0 +- 0.0,22973.133333333335 +- 543.0128425059916
problem_mknap9,0.5,0.01,1,0,402.1666666666667 +- 26.499295154365164,49985.0 +- 0.0,50000.0 +- 0.0,22962.9 +- 366.82894162510286
problem_mknap9,0.5,0.01,1,1,342.7 +- 24.696991300770723,49985.0 +- 0.0,50000.0 +- 0.0,22909.366666666665 +- 447.6570025745414
problem_mknap9,0.5,0.1,0,0,375.53333333333336 +- 21.804354726922586,49985.0 +- 0.0,50000.0 +- 0.0,22129.466666666667 +- 253.2201894948665
problem_mknap9,0.5,0.1,0,1,305.6333333333333 +- 25.147130272051726,49985.0 +- 0.0,50000.0 +- 0.0,22973.133333333335 +- 543.0128425059916
problem_mknap9,0.5,0.1,1,0,421.46666666666664 +- 28.056265307209113,49985.0 +- 0.0,50000.0 +- 0.0,22207.033333333333 +- 307.05087563771104
problem_mknap9,0.5,0.1,1,1,347.1333333333333 +- 28.085747193234845,49985.0 +- 0.0,50000.0 +- 0.0,22909.366666666665 +- 447.6570025745414
problem_mknap9,0.5,0.3,0,0,418.76666666666665 +- 25.167964494205904,49985.0 +- 0.0,50000.0 +- 0.0,18252.066666666666 +- 1184.2698298466687
problem_mknap9,0.5,0.3,0,1,292.43333333333334 +- 17.833875810848905,49985.0 +- 0.0,50000.0 +- 0.0,22973.133333333335 +- 543.0128425059916
problem_mknap9,0.5,0.3,1,0,452.06666666666666 +- 22.927070783522336,49985.0 +- 0.0,50000.0 +- 0.0,18534.333333333332 +- 721.7658581721557
problem_mknap9,0.5,0.3,1,1,346.1666666666667 +- 31.923489712158638,49985.0 +- 0.0,50000.0 +- 0.0,22909.366666666665 +- 447.6570025745414
problem_mknap10,0.9,0.01,0,0,367.5 +- 26.32260075191712,49985.0 +- 0.0,50000.0 +- 0.0,22371.266666666666 +- 413.95409818275607
problem_mknap10,0.9,0.01,0,1,308.0 +- 35.47024007579428,49985.0 +- 0.0,50000.0 +- 0.0,22433.833333333332 +- 333.058044369957
problem_mknap10,0.9,0.01,1,0,433.3 +- 34.7842116384768,49985.0 +- 0.0,50000.0 +- 0.0,22321.333333333332 +- 372.78211564817104
problem_mknap10,0.9,0.01,1,1,383.6 +- 29.3452692539395,49985.0 +- 0.0,50000.0 +- 0.0,22413.966666666667 +- 388.4578247496057
problem_mknap10,0.9,0.1,0,0,384.2 +- 22.87507301665377,49985.0 +- 0.0,50000.0 +- 0.0,21572.433333333334 +- 352.479853504334
problem_mknap10,0.9,0.1,0,1,305.73333333333335 +- 33.4539656257962,49985.0 +- 0.0,50000.0 +- 0.0,22433.833333333332 +- 333.058044369957
problem_mknap10,0.9,0.1,1,0,462.73333333333335 +- 22.786767686734233,49985.0 +- 0.0,50000.0 +- 0.0,21667.166666666668 +- 289.8638304961229
problem_mknap10,0.9,0.1,1,1,390.5 +- 18.71151222256428,49985.0 +- 0.0,50000.0 +- 0.0,22413.966666666667 +- 388.4578247496057
problem_mknap10,0.9,0.3,0,0,415.6666666666667 +- 25.437324373140505,49985.0 +- 0.0,50000.0 +- 0.0,17593.966666666667 +- 539.2282789149779
problem_mknap10,0.9,0.3,0,1,294.3333333333333 +- 21.920441307748273,49985.0 +- 0.0,50000.0 +- 0.0,22433.833333333332 +- 333.058044369957
problem_mknap10,0.9,0.3,1,0,482.3333333333333 +- 29.910594747696333,49985.0 +- 0.0,50000.0 +- 0.0,17688.166666666668 +- 563.0044455838039
problem_mknap10,0.9,0.3,1,1,397.26666666666665 +- 34.983674353394726,49985.0 +- 0.0,50000.0 +- 0.0,22413.966666666667 +- 388.4578247496057
problem_mknap10,0.75,0.01,0,0,359.8666666666667 +- 27.855208555639297,49985.0 +- 0.0,50000.0 +- 0.0,22419.066666666666 +- 461.7929774509228
problem_mknap10,0.75,0.01,0,1,313.8333333333333 +- 24.97320403032478,49985.0 +- 0.0,50000.0 +- 0.0,22562.266666666666 +- 343.0913152131844
problem_mknap10,0.75,0.01,1,0,431.3 +- 23.854660500334248,49985.0 +- 0.0,50000.0 +- 0.0,22236.666666666668 +- 462.3881287502907
problem_mknap10,0.75,0.01,1,1,362.8 +- 21.330567349423124,49985.0 +- 0.0,50000.0 +- 0.0,22271.9 +- 407.6409297239507
problem_mknap10,0.75,0.1,0,0,376.5 +- 21.83282880877106,49985.0 +- 0.0,50000.0 +- 0.0,21581.866666666665 +- 285.02918584174705
problem_mknap10,0.75,0.1,0,1,301.8333333333333 +- 34.8297171306673,49985.0 +- 0.0,50000.0 +- 0.0,22562.266666666666 +- 343.0913152131844
problem_mknap10,0.75,0.1,1,0,442.1 +- 23.96167917666701,49985.0 +- 0.0,50000.0 +- 0.0,21613.566666666666 +- 296.4517386242377
problem_mknap10,0.75,0.1,1,1,370.8 +- 29.582613719594804,49985.0 +- 0.0,50000.0 +- 0.0,22271.9 +- 407.6409297239507
problem_mknap10,0.75,0.3,0,0,414.03333333333336 +- 32.707147097604945,49985.0 +- 0.0,50000.0 +- 0.0,17795.833333333332 +- 732.2203871801843
problem_mknap10,0.75,0.3,0,1,295.03333333333336 +- 22.169384501952287,49985.0 +- 0.0,50000.0 +- 0.0,22562.266666666666 +- 343.0913152131844
problem_mknap10,0.75,0.3,1,0,469.6666666666667 +- 21.336924985013468,49985.0 +- 0.0,50000.0 +- 0.0,16804.2 +- 3250.152669093221
problem_mknap10,0.75,0.3,1,1,367.5 +- 30.091527046662154,49985.0 +- 0.0,50000.0 +- 0.0,22271.9 +- 407.6409297239507
problem_mknap10,0.5,0.01,0,0,353.8333333333333 +- 19.650538877112748,49985.0 +- 0.0,50000.0 +- 0.0,22295.2 +- 495.57799066099193
problem_mknap10,0.5,0.01,0,1,308.73333333333335 +- 30.115791863077916,49985.0 +- 0.0,50000.0 +- 0.0,22382.866666666665 +- 447.65802321317375
problem_mknap10,0.5,0.01,1,0,403.73333333333335 +- 33.30210031000254,49985.0 +- 0.0,50000.0 +- 0.0,22290.033333333333 +- 379.7561362091543
problem_mknap10,0.5,0.01,1,1,342.7 +- 18.33246601919195,49985.0 +- 0.0,50000.0 +- 0.0,22285.933333333334 +- 386.73308387170545
problem_mknap10,0.5,0.1,0,0,387.6666666666667 +- 26.103683626081867,49985.0 +- 0.0,50000.0 +- 0.0,21496.3 +- 300.2128153206632
problem_mknap10,0.5,0.1,0,1,304.46666666666664 +- 21.68224020321436,49985.0 +- 0.0,50000.0 +- 0.0,22382.866666666665 +- 447.65802321317375
problem_mknap10,0.5,0.1,1,0,429.56666666666666 +- 27.956472735595455,49985.0 +- 0.0,50000.0 +- 0.0,21516.966666666667 +- 288.81738453423367
problem_mknap10,0.5,0.1,1,1,335.3333333333333 +- 27.912836415914622,49985.0 +- 0.0,50000.0 +- 0.0,22285.933333333334 +- 386.73308387170545
problem_mknap10,0.5,0.3,0,0,410.2 +- 37.35514551640408,49985.0 +- 0.0,50000.0 +- 0.0,17390.433333333334 +- 661.4195644444493
problem_mknap10,0.5,0.3,0,1,298.1666666666667 +- 35.52277883403766,49985.0 +- 0.0,50000.0 +- 0.0,22382.866666666665 +- 447.65802321317375
problem_mknap10,0.5,0.3,1,0,445.23333333333335 +- 21.496885633831308,49985.0 +- 0.0,50000.0 +- 0.0,17298.766666666666 +- 904.0285578085093
problem_mknap10,0.5,0.3,1,1,334.43333333333334 +- 18.913019294934763,49985.0 +- 0.0,50000.0 +- 0.0,22285.933333333334 +- 386.73308387170545
problem_mknap11,0.9,0.01,0,0,372.4 +- 27.10592249827994,49985.0 +- 0.0,50000.0 +- 0.0,22303.4 +- 319.2751056744767
problem_mknap11,0.9,0.01,0,1,305.2 +- 23.412934827598594,49985.0 +- 0.0,50000.0 +- 0.0,22565.766666666666 +- 243.89931265307754
problem_mknap11,0.9,0.01,1,0,443.2 +- 29.118544867015828,49985.0 +- 0.0,50000.0 +- 0.0,22311.333333333332 +- 342.0146531780557
problem_mknap11,0.9,0.01,1,1,390.1333333333333 +- 30.95016387158816,49985.0 +- 0.0,50000.0 +- 0.0,22441.833333333332 +- 276.22206001111067
problem_mknap11,0.9,0.1,0,0,374.93333333333334 +- 20.299368655603356,49985.0 +- 0.0,50000.0 +- 0.0,21711.366666666665 +- 255.58634189040606
problem_mknap11,0.9,0.1,0,1,299.6 +- 23.641868179872816,49985.0 +- 0.0,50000.0 +- 0.0,22565.766666666666 +- 243.89931265307754
problem_mknap11,0.9,0.1,1,0,458.03333333333336 +- 20.83181143866495,49985.0 +- 0.0,50000.0 +- 0.0,21808.433333333334 +- 250.93050052146717
problem_mknap11,0.9,0.1,1,1,389.4 +- 28.884550219439294,49985.0 +- 0.0,50000.0 +- 0.0,22441.833333333332 +- 276.22206001111067
problem_mknap11,0.9,0.3,0,0,411.03333333333336 +- 29.54655395430595,49985.0 +- 0.0,50000.0 +- 0.0,18627.6 +- 500.3272446350867
problem_mknap11,0.9,0.3,0,1,296.1333333333333 +- 24.78560946964204,49985.0 +- 0.0,50000.0 +- 0.0,22565.766666666666 +- 243.89931265307754
problem_mknap11,0.9,0.3,1,0,479.7 +- 28.884012998483293,49985.0 +- 0.0,50000.0 +- 0.0,18480.9 +- 774.1267538552602
problem_mknap11,0.9,0.3,1,1,379.96666666666664 +- 28.166357204312373,49985.0 +- 0.0,50000.0 +- 0.0,22441.833333333332 +- 276.22206001111067
problem_mknap11,0.75,0.01,0,0,357.9 +- 20.556650069234664,49985.0 +- 0.0,50000.0 +- 0.0,22254.733333333334 +- 237.0861815274445
problem_mknap11,0.75,0.01,0,1,304.76666666666665 +- 23.124376350708257,49985.0 +- 0.0,50000.0 +- 0.0,22482.733333333334 +- 412.3892481067165
problem_mknap11,0.75,0.01,1,0,423.26666666666665 +- 22.19029507244775,49985.0 +- 0.0,50000.0 +- 0.0,22214.333333333332 +- 527.8997640836187
problem_mknap11,0.75,0.01,1,1,369.43333333333334 +- 30.385662832117493,49985.0 +- 0.0,50000.0 +- 0.0,22450.366666666665 +- 315.55572034694313
problem_mknap11,0.75,0.1,0,0,376.43333333333334 +- 28.560502426438067,49985.0 +- 0.0,50000.0 +- 0.0,21755.433333333334 +- 203.94314341778303
problem_mknap11,0.75,0.1,0,1,300.3 +- 26.212855493124902,49985.0 +- 0.0,50000.0 +- 0.0,22482.733333333334 +- 412.3892481067165
problem_mknap11,0.75,0.1,1,0,446.06666666666666 +- 35.370875739437274,49985.0 +- 0.0,50000.0 +- 0.0,21808.266666666666 +- 248.25375412424606
problem_mknap11,0.75,0.1,1,1,364.8666666666667 +- 18.785051528264173,49985.0 +- 0.0,50000.0 +- 0.0,22450.366666666665 +- 315.55572034694313
problem_mknap11,0.75,0.3,0,0,412.93333333333334 +- 26.627615083921263,49985.0 +- 0.0,50000.0 +- 0.0,18351.033333333333 +- 925.7309314651123
problem_mknap11,0.75,0.3,0,1,300.96666666666664 +- 25.482222786894386,49985.0 +- 0.0,50000.0 +- 0.0,22482.733333333334 +- 412.3892481067165
problem_mknap11,0.75,0.3,1,0,467.1333333333333 +- 25.97576235426128,49985.0 +- 0.0,50000.0 +- 0.0,18593.4 +- 583.6208972647722
problem_mknap11,0.75,0.3,1,1,362.2 +- 20.284867809994857,49985.0 +- 0.0,50000.0 +- 0.0,22450.366666666665 +- 315.55572034694313
problem_mknap11,0.5,0.01,0,0,358.73333333333335 +- 24.038666170658633,49985.0 +- 0.0,50000.0 +- 0.0,22239.966666666667 +- 443.86076438554414
problem_mknap11,0.5,0.01,0,1,295.3666666666667 +- 20.78872926293996,49985.0 +- 0.0,50000.0 +- 0.0,22410.433333333334 +- 356.4667304041956
problem_mknap11,0.5,0.01,1,0,406.23333333333335 +- 21.329408762572847,49985.0 +- 0.0,50000.0 +- 0.0,22223.1 +- 373.6128689727764
problem_mknap11,0.5,0.01,1,1,344.46666666666664 +- 28.74349501621413,49985.0 +- 0.0,50000.0 +- 0.0,22432.666666666668 +- 320.2263567232246
problem_mknap11,0.5,0.1,0,0,369.26666666666665 +- 34.85332154886397,49985.0 +- 0.0,50000.0 +- 0.0,21737.233333333334 +- 281.3921895998823
problem_mknap11,0.5,0.1,0,1,290.5 +- 23.710538905145405,49985.0 +- 0.0,50000.0 +- 0.0,22410.433333333334 +- 356.4667304041956
problem_mknap11,0.5,0.1,1,0,411.8 +- 22.729898280944173,49985.0 +- 0.0,50000.0 +- 0.0,21728.333333333332 +- 301.3600588290878
problem_mknap11,0.5,0.1,1,1,345.6333333333333 +- 28.06456021800244,49985.0 +- 0.0,50000.0 +- 0.0,22432.666666666668 +- 320.2263567232246
problem_mknap11,0.5,0.3,0,0,405.96666666666664 +- 23.63440410654063,49985.0 +- 0.0,50000.0 +- 0.0,18548.166666666668 +- 690.8989687772527
problem_mknap11,0.5,0.3,0,1,290.2 +- 19.307672228846016,49985.0 +- 0.0,50000.0 +- 0.0,22410.433333333334 +- 356.4667304041956
