Problema,PC,PM,TC,TM,Tiempo,Iteraciones,Evaluaciones,Fitness
problem_mknap11,0.5,0.3,1,0,447.0 +- 27.53179979587241,49985.0 +- 0.0,50000.0 +- 0.0,18494.466666666667 +- 744.9147941709258
problem_mknap11,0.5,0.3,1,1,331.1333333333333 +- 23.937754530323495,49985.0 +- 0.0,50000.0 +- 0.0,22432.666666666668 +- 320.2263567232246
problem_mknap12,0.9,0.01,0,0,360.56666666666666 +- 24.26531984389319,49985.0 +- 0.0,50000.0 +- 0.0,22776.1 +- 286.2544503493833
problem_mknap12,0.9,0.01,0,1,300.26666666666665 +- 27.363370095595055,49985.0 +- 0.0,50000.0 +- 0.0,22642.3 +- 367.19779035470697
problem_mknap12,0.9,0.01,1,0,436.1666666666667 +- 26.165367124915512,49985.0 +- 0.0,50000.0 +- 0.0,22891.8 +- 309.0910366955296
problem_mknap12,0.9,0.01,1,1,382.8666666666667 +- 23.644979540512704,49985.0 +- 0.0,50000.0 +- 0.0,22773.333333333332 +- 434.57671306712916
problem_mknap12,0.9,0.1,0,0,377.8666666666667 +- 22.576663773162693,49985.0 +- 0.0,50000.0 +- 0.0,22000.366666666665 +- 330.7239168784173
problem_mknap12,0.9,0.1,0,1,296.53333333333336 +- 18.737263873662677,49985.0 +- 0.0,50000.0 +- 0.0,22642.3 +- 367.19779035470697
problem_mknap12,0.9,0.1,1,0,461.6666666666667 +- 22.317973788473463,49985.0 +- 0.0,50000.0 +- 0.0,22199.433333333334 +- 292.4478949562944
problem_mknap12,0.9,0.1,1,1,366.8 +- 18.11914590359772,49985.0 +- 0.0,50000.0 +- 0.0,22773.333333333332 +- 434.57671306712916
problem_mknap12,0.9,0.3,0,0,420.03333333333336 +- 30.986630413257522,49985.0 +- 0.0,50000.0 +- 0.0,18333.333333333332 +- 644.037605098964
problem_mknap12,0.9,0.3,0,1,302.0 +- 27.44649968261137,49985.0 +- 0.0,50000.0 +- 0.0,22642.3 +- 367.19779035470697
problem_mknap12,0.9,0.3,1,0,483.9 +- 28.916467089973448,49985.0 +- 0.0,50000.0 +- 0.0,18619.0 +- 560.8905480542097
problem_mknap12,0.9,0.3,1,1,376.6666666666667 +- 26.529532448839408,49985.0 +- 0.0,50000.0 +- 0.0,22773.333333333332 +- 434.57671306712916
problem_mknap12,0.75,0.01,0,0,362.56666666666666 +- 27.67631046435815,49985.0 +- 0.0,50000.0 +- 0.0,22705.233333333334 +- 472.30948966010465
problem_mknap12,0.75,0.01,0,1,306.7 +- 27.39890508761253,49985.0 +- 0.0,50000.0 +- 0.0,22608.733333333334 +- 336.5984954310355
problem_mknap12,0.75,0.01,1,0,421.5 +- 35.62133223708551,49985.0 +- 0.0,50000.0 +- 0.0,22694.9 +- 379.15080704484683
problem_mknap12,0.75,0.01,1,1,376.1333333333333 +- 26.7075261681607,49985.0 +- 0.0,50000.0 +- 0.0,22681.933333333334 +- 444.0701974123968
problem_mknap12,0.75,0.1,0,0,379.6666666666667 +- 33.6506733378688,49985.0 +- 0.0,50000.0 +- 0.0,22060.933333333334 +- 281.5916502158123
problem_mknap12,0.75,0.1,0,1,298.93333333333334 +- 29.272716888307244,49985.0 +- 0.0,50000.0 +- 0.0,22608.733333333334 +- 336.5984954310355
problem_mknap12,0.75,0.1,1,0,448.03333333333336 +- 31.167493381376712,49985.0 +- 0.0,50000.0 +- 0.0,22118.066666666666 +- 233.9481129229939
problem_mknap12,0.75,0.1,1,1,367.23333333333335 +- 22.287592548527876,49985.0 +- 0.0,50000.0 +- 0.0,22681.933333333334 +- 444.0701974123968
problem_mknap12,0.75,0.3,0,0,409.8666666666667 +- 34.24025996248934,49985.0 +- 0.0,50000.0 +- 0.0,18636.333333333332 +- 685.7545219448546
problem_mknap12,0.75,0.3,0,1,293.1666666666667 +- 28.038253835802973,49985.0 +- 0.0,50000.0 +- 0.0,22608.733333333334 +- 336.5984954310355
problem_mknap12,0.75,0.3,1,0,466.23333333333335 +- 24.881350630450154,49985.0 +- 0.0,50000.0 +- 0.0,18257.533333333333 +- 683.7473688196659
problem_mknap12,0.75,0.3,1,1,366.3666666666667 +- 27.193411135703485,49985.0 +- 0.0,50000.0 +- 0.0,22681.933333333334 +- 444.0701974123968
problem_mknap12,0.5,0.01,0,0,378.3 +- 25.234281553419372,49985.0 +- 0.0,50000.0 +- 0.0,22872.466666666667 +- 374.15907859085024
problem_mknap12,0.5,0.01,0,1,299.9 +- 36.36439144984062,49985.0 +- 0.0,50000.0 +- 0.0,22887.366666666665 +- 367.5312309819758
problem_mknap12,0.5,0.01,1,0,407.73333333333335 +- 26.994167100899123,49985.0 +- 0.0,50000.0 +- 0.0,22744.466666666667 +- 326.1277233754024
problem_mknap12,0.5,0.01,1,1,347.1 +- 33.538809223613335,49985.0 +- 0.0,50000.0 +- 0.0,22600.433333333334 +- 377.4776251266615
problem_mknap12,0.5,0.1,0,0,369.5 +- 34.74513113993145,49985.0 +- 0.0,50000.0 +- 0.0,22041.0 +- 284.42040277947956
problem_mknap12,0.5,0.1,0,1,307.6 +- 35.53492696605354,49985.0 +- 0.0,50000.0 +- 0.0,22887.366666666665 +- 367.5312309819758
problem_mknap12,0.5,0.1,1,0,397.43333333333334 +- 37.57262698894735,49985.0 +- 0.0,50000.0 +- 0.0,22139.566666666666 +- 294.3008879423882
problem_mknap12,0.5,0.1,1,1,334.9 +- 30.641812767118925,49985.0 +- 0.0,50000.0 +- 0.0,22600.433333333334 +- 377.4776251266615
problem_mknap12,0.5,0.3,0,0,407.6333333333333 +- 28.49498846843234,49985.0 +- 0.0,50000.0 +- 0.0,18049.8 +- 573.6801583965853
problem_mknap12,0.5,0.3,0,1,303.3333333333333 +- 23.251745701364435,49985.0 +- 0.0,50000.0 +- 0.0,22887.366666666665 +- 367.5312309819758
problem_mknap12,0.5,0.3,1,0,445.8 +- 26.387562378436208,49985.0 +- 0.0,50000.0 +- 0.0,18307.666666666668 +- 608.6892833606986
problem_mknap12,0.5,0.3,1,1,355.73333333333335 +- 28.099494820999936,49985.0 +- 0.0,50000.0 +- 0.0,22600.433333333334 +- 377.4776251266615
problem_mknap13,0.9,0.01,0,0,366.3666666666667 +- 24.468816655199063,49985.0 +- 0.0,50000.0 +- 0.0,23102.633333333335 +- 373.1582342868665
problem_mknap13,0.9,0.01,0,1,296.1666666666667 +- 27.091267626473215,49985.0 +- 0.0,50000.0 +- 0.0,23335.066666666666 +- 425.8868988061416
problem_mknap13,0.9,0.01,1,0,433.9 +- 22.986277765598356,49985.0 +- 0.0,50000.0 +- 0.0,23005.833333333332 +- 496.02482441585687
problem_mknap13,0.9,0.01,1,1,388.6 +- 38.302426320912964,49985.0 +- 0.0,50000.0 +- 0.0,23158.466666666667 +- 454.84076283929295
problem_mknap13,0.9,0.1,0,0,385.43333333333334 +- 37.699980182317425,49985.0 +- 0.0,50000.0 +- 0.0,22471.866666666665 +- 307.54609784364123
problem_mknap13,0.9,0.1,0,1,303.3 +- 21.249178483106036,49985.0 +- 0.0,50000.0 +- 0.0,23335.066666666666 +- 425.8868988061416
problem_mknap13,0.9,0.1,1,0,457.26666666666665 +- 23.610245194849618,49985.0 +- 0.0,50000.0 +- 0.0,22563.633333333335 +- 292.29041808746854
problem_mknap13,0.9,0.1,1,1,371.6333333333333 +- 21.18633803988386,49985.0 +- 0.0,50000.0 +- 0.0,23158.466666666667 +- 454.84076283929295
problem_mknap13,0.9,0.3,0,0,420.53333333333336 +- 28.90857566754953,49985.0 +- 0.0,50000.0 +- 0.0,18704.133333333335 +- 701.1756006796768
problem_mknap13,0.9,0.3,0,1,299.76666666666665 +- 16.435208911176726,49985.0 +- 0.0,50000.0 +- 0.0,23335.066666666666 +- 425.8868988061416
problem_mknap13,0.9,0.3,1,0,490.8333333333333 +- 22.764284387569948,49985.0 +- 0.0,50000.0 +- 0.0,18819.9 +- 768.3882975827189
problem_mknap13,0.9,0.3,1,1,391.7 +- 25.14804441564064,49985.0 +- 0.0,50000.0 +- 0.0,23158.466666666667 +- 454.84076283929295
problem_mknap13,0.75,0.01,0,0,369.7 +- 37.955645620681494,49985.0 +- 0.0,50000.0 +- 0.0,23061.133333333335 +- 473.61629554133674
problem_mknap13,0.75,0.01,0,1,286.3 +- 36.71807785518341,49985.0 +- 0.0,50000.0 +- 0.0,23124.166666666668 +- 435.6782333196206
problem_mknap13,0.75,0.01,1,0,402.26666666666665 +- 19.687092451537943,49985.0 +- 0.0,50000.0 +- 0.0,23083.933333333334 +- 373.6678345465564
problem_mknap13,0.75,0.01,1,1,336.46666666666664 +- 19.581365760780614,49985.0 +- 0.0,50000.0 +- 0.0,23188.933333333334 +- 399.86488522597426
problem_mknap13,0.75,0.1,0,0,354.93333333333334 +- 21.529343781875028,49985.0 +- 0.0,50000.0 +- 0.0,22436.966666666667 +- 271.1502298107763
problem_mknap13,0.75,0.1,0,1,275.4 +- 23.235822522042596,49985.0 +- 0.0,50000.0 +- 0.0,23124.166666666668 +- 435.6782333196206
problem_mknap13,0.75,0.1,1,0,439.5 +- 19.013153341831543,49985.0 +- 0.0,50000.0 +- 0.0,22551.766666666666 +- 332.56772018003664
problem_mknap13,0.75,0.1,1,1,365.5 +- 24.622319563551585,49985.0 +- 0.0,50000.0 +- 0.0,23188.933333333334 +- 399.86488522597426
problem_mknap13,0.75,0.3,0,0,409.56666666666666 +- 28.66174108980211,49985.0 +- 0.0,50000.0 +- 0.0,18607.766666666666 +- 675.1012533678563
problem_mknap13,0.75,0.3,0,1,306.8666666666667 +- 26.06719874813388,49985.0 +- 0.0,50000.0 +- 0.0,23124.166666666668 +- 435.6782333196206
problem_mknap13,0.75,0.3,1,0,468.76666666666665 +- 43.553125176543624,49985.0 +- 0.0,50000.0 +- 0.0,18890.3 +- 682.9523207470585
problem_mknap13,0.75,0.3,1,1,356.46666666666664 +- 34.456102340597766,49985.0 +- 0.0,50000.0 +- 0.0,23188.933333333334 +- 399.86488522597426
problem_mknap13,0.5,0.01,0,0,346.43333333333334 +- 31.297993031759912,49985.0 +- 0.0,50000.0 +- 0.0,23099.0 +- 480.4795018771747
problem_mknap13,0.5,0.01,0,1,297.0 +- 24.141822346436413,49985.0 +- 0.0,50000.0 +- 0.0,23283.9 +- 437.45922765678284
problem_mknap13,0.5,0.01,1,0,390.56666666666666 +- 18.73901210610217,49985.0 +- 0.0,50000.0 +- 0.0,23117.933333333334 +- 411.1487635237718
problem_mknap13,0.5,0.01,1,1,353.96666666666664 +- 26.925802691372322,49985.0 +- 0.0,50000.0 +- 0.0,23150.433333333334 +- 398.74740801953664
problem_mknap13,0.5,0.1,0,0,381.73333333333335 +- 25.40015385961184,49985.0 +- 0.0,50000.0 +- 0.0,22381.133333333335 +- 281.7926277557155
problem_mknap13,0.5,0.1,0,1,301.6666666666667 +- 25.332728365432363,49985.0 +- 0.0,50000.0 +- 0.0,23283.9 +- 437.45922765678284
problem_mknap13,0.5,0.1,1,0,422.93333333333334 +- 24.171703795301976,49985.0 +- 0.0,50000.0 +- 0.0,22422.966666666667 +- 311.3299041136304
problem_mknap13,0.5,0.1,1,1,347.3666666666667 +- 40.37367128876606,49985.0 +- 0.0,50000.0 +- 0.0,23150.433333333334 +- 398.74740801953664
problem_mknap13,0.5,0.3,0,0,405.46666666666664 +- 32.75481889614932,49985.0 +- 0.0,50000.0 +- 0.0,18704.1 +- 643.6492592752028
problem_mknap13,0.5,0.3,0,1,291.3666666666667 +- 36.524421054047295,49985.0 +- 0.0,50000.0 +- 0.0,23283.9 +- 437.45922765678284
problem_mknap13,0.5,0.3,1,0,411.96666666666664 +- 24.103917743278014,49985.0 +- 0.0,50000.0 +- 0.0,18823.8 +- 695.249466515189
problem_mknap13,0.5,0.3,1,1,322.23333333333335 +- 29.3359651379448,49985.0 +- 0.0,50000.0 +- 0.0,23150.433333333334 +- 398.74740801953664
problem_mknap14,0.9,0.01,0,0,328.53333333333336 +- 24.502967214173278,49985.0 +- 0.0,50000.0 +- 0.0,24225.333333333332 +- 309.48303204931415
problem_mknap14,0.9,0.01,0,1,272.2 +- 27.003703449712223,49985.0 +- 0.0,50000.0 +- 0.0,24068.2 +- 508.8675323866137
problem_mknap14,0.9,0.01,1,0,379.5 +- 19.272546133885854,49985.0 +- 0.0,50000.0 +- 0.0,24242.7 +- 341.13069090285916
problem_mknap14,0.9,0.01,1,1,333.8333333333333 +- 21.960910937285874,49985.0 +- 0.0,50000.0 +- 0.0,23927.433333333334 +- 412.37308880165307
problem_mknap14,0.9,0.1,0,0,362.96666666666664 +- 39.53565246827164,49985.0 +- 0.0,50000.0 +- 0.0,23380.533333333333 +- 323.01166129620356
problem_mknap14,0.9,0.1,0,1,305.0 +- 17.226683392041984,49985.0 +- 0.0,50000.0 +- 0.0,24068.2 +- 508.8675323866137
problem_mknap14,0.9,0.1,1,0,454.8333333333333 +- 25.354158107366402,49985.0 +- 0.0,50000.0 +- 0.0,23577.6 +- 280.196925824284
problem_mknap14,0.9,0.1,1,1,386.6333333333333 +- 21.1243989236394,49985.0 +- 0.0,50000.0 +- 0.0,23927.433333333334 +- 412.37308880165307
problem_mknap14,0.9,0.3,0,0,406.8333333333333 +- 32.450581348953634,49985.0 +- 0.0,50000.0 +- 0.0,19617.133333333335 +- 529.1293912113351
problem_mknap14,0.9,0.3,0,1,283.8 +- 37.811145957517475,49985.0 +- 0.0,50000.0 +- 0.0,24068.2 +- 508.8675323866137
problem_mknap14,0.9,0.3,1,0,489.56666666666666 +- 25.842604936133228,49985.0 +- 0.0,50000.0 +- 0.0,19338.466666666667 +- 644.8250087845717
problem_mknap14,0.9,0.3,1,1,392.93333333333334 +- 29.756405666022893,49985.0 +- 0.0,50000.0 +- 0.0,23927.433333333334 +- 412.37308880165307
problem_mknap14,0.75,0.01,0,0,378.8333333333333 +- 32.47288878044462,49985.0 +- 0.0,50000.0 +- 0.0,24022.466666666667 +- 350.22551683690637
problem_mknap14,0.75,0.01,0,1,311.43333333333334 +- 32.33198835927614,49985.0 +- 0.0,50000.0 +- 0.0,23859.866666666665 +- 461.891592993595
problem_mknap14,0.75,0.01,1,0,416.6666666666667 +- 25.362656954981905,49985.0 +- 0.0,50000.0 +- 0.0,24158.666666666668 +- 361.44340266953736
problem_mknap14,0.75,0.01,1,1,366.2 +- 26.48148344631096,49985.0 +- 0.0,50000.0 +- 0.0,23691.2 +- 447.52186615812997
problem_mknap14,0.75,0.1,0,0,391.8 +- 25.18264317424562,49985.0 +- 0.0,50000.0 +- 0.0,23387.5 +- 372.5607333039809
problem_mknap14,0.75,0.1,0,1,292.8333333333333 +- 42.80676979438982,49985.0 +- 0.0,50000.0 +- 0.0,23859.866666666665 +- 461.891592993595
problem_mknap14,0.75,0.1,1,0,433.3333333333333 +- 42.82710496333169,49985.0 +- 0.0,50000.0 +- 0.0,23527.766666666666 +- 306.105648128374
problem_mknap14,0.75,0.1,1,1,349.1666666666667 +- 37.3834587552536,49985.0 +- 0.0,50000.0 +- 0.0,23691.2 +- 447.52186615812997
problem_mknap14,0.75,0.3,0,0,377.8 +- 25.93147468445142,49985.0 +- 0.0,50000.0 +- 0.0,19527.2 +- 983.7978626134327
problem_mknap14,0.75,0.3,0,1,278.6 +- 25.48643993753649,49985.0 +- 0.0,50000.0 +- 0.0,23859.866666666665 +- 461.891592993595
problem_mknap14,0.75,0.3,1,0,444.4 +- 26.4243878994778,49985.0 +- 0.0,50000.0 +- 0.0,19378.033333333333 +- 608.8333945332257
problem_mknap14,0.75,0.3,1,1,308.9 +- 16.70917567458485,49985.0 +- 0.0,50000.0 +- 0.0,23691.2 +- 447.52186615812997
problem_mknap14,0.5,0.01,0,0,311.3666666666667 +- 24.892158207553738,49985.0 +- 0.0,50000.0 +- 0.0,24183.366666666665 +- 421.8306968223261
problem_mknap14,0.5,0.01,0,1,248.7 +- 22.399430411477447,49985.0 +- 0.0,50000.0 +- 0.0,24107.0 +- 494.9606741606016
problem_mknap14,0.5,0.01,1,0,325.06666666666666 +- 22.266308758910323,49985.0 +- 0.0,50000.0 +- 0.0,24194.5 +- 450.61940129957367
problem_mknap14,0.5,0.01,1,1,341.6666666666667 +- 27.39787725647591,49985.0 +- 0.0,50000.0 +- 0.0,23900.866666666665 +- 459.89457062674046
problem_mknap14,0.5,0.1,0,0,378.73333333333335 +- 27.07325099688306,49985.0 +- 0.0,50000.0 +- 0.0,23395.033333333333 +- 217.39943903320915
problem_mknap14,0.5,0.1,0,1,300.46666666666664 +- 24.58164907536449,49985.0 +- 0.0,50000.0 +- 0.0,24107.0 +- 494.9606741606016
problem_mknap14,0.5,0.1,1,0,411.1 +- 40.06662554743812,49985.0 +- 0.0,50000.0 +- 0.0,23429.4 +- 347.28380523616465
problem_mknap14,0.5,0.1,1,1,334.4 +- 33.350386442469734,49985.0 +- 0.0,50000.0 +- 0.0,23900.866666666665 +- 459.89457062674046
problem_mknap14,0.5,0.3,0,0,409.3666666666667 +- 32.46056847541531,49985.0 +- 0.0,50000.0 +- 0.0,19196.1 +- 912.1882500055983
problem_mknap14,0.5,0.3,0,1,293.9 +- 19.68431898220264,49985.0 +- 0.0,50000.0 +- 0.0,24107.0 +- 494.9606741606016
problem_mknap14,0.5,0.3,1,0,444.5 +- 24.088557878994234,49985.0 +- 0.0,50000.0 +- 0.0,19367.8 +- 860.7093866549046
problem_mknap14,0.5,0.3,1,1,344.93333333333334 +- 23.17688106911614,49985.0 +- 0.0,50000.0 +- 0.0,23900.866666666665 +- 459.89457062674046
problem_mknap15,0.9,0.01,0,0,362.96666666666664 +- 28.78515342101314,49985.0 +- 0.0,50000.0 +- 0.0,21909.866666666665 +- 472.3773136347486
problem_mknap15,0.9,0.01,0,1,313.6333333333333 +- 26.66844103292198,49985.0 +- 0.0,50000.0 +- 0.0,22207.633333333335 +- 423.26607620309926
problem_mknap15,0.9,0.01,1,0,456.6 +- 29.564190827931426,49985.0 +- 0.0,50000.0 +- 0.0,21935.1 +- 396.9148566736648
problem_mknap15,0.9,0.01,1,1,379.6 +- 41.67824207028129,49985.0 +- 0.0,50000.0 +- 0.0,22180.2 +- 381.83498873294684
problem_mknap15,0.9,0.1,0,0,366.76666666666665 +- 46.97151252094984,49985.0 +- 0.0,50000.0 +- 0.0,21393.366666666665 +- 293.7319307232988
problem_mknap15,0.9,0.1,0,1,282.26666666666665 +- 25.695744090565203,49985.0 +- 0.0,50000.0 +- 0.0,22207.633333333335 +- 423.26607620309926
problem_mknap15,0.9,0.1,1,0,423.7 +- 23.975778006865234,49985.0 +- 0.0,50000.0 +- 0.0,21497.733333333334 +- 304.23866916631744
problem_mknap15,0.9,0.1,1,1,361.53333333333336 +- 25.35912178036267,49985.0 +- 0.0,50000.0 +- 0.0,22180.2 +- 381.83498873294684
problem_mknap15,0.9,0.3,0,0,373.43333333333334 +- 28.832074253288233,49985.0 +- 0.0,50000.0 +- 0.0,18184.4 +- 681.8037233994687
problem_mknap15,0.9,0.3,0,1,245.0 +- 14.467561813504936,49985.0 +- 0.0,50000.0 +- 0.0,22207.633333333335 +- 423.26607620309926
problem_mknap15,0.9,0.3,1,0,419.7 +- 16.938326261815956,49985.0 +- 0.0,50000.0 +- 0.0,18298.133333333335 +- 582.1550767049389
problem_mknap15,0.9,0.3,1,1,310.1 +- 19.964364805046152,49985.0 +- 0.0,50000.0 +- 0.0,22180.2 +- 381.83498873294684
problem_mknap15,0.75,0.01,0,0,264.4 +- 22.52906169128344,49985.0 +- 0.0,50000.0 +- 0.0,21823.466666666667 +- 551.7545514605849
problem_mknap15,0.75,0.01,0,1,249.03333333333333 +- 89.96799558668103,49985.0 +- 0.0,50000.0 +- 0.0,22099.3 +- 369.95098929825645
problem_mknap15,0.75,0.01,1,0,416.1333333333333 +- 25.55417953983307,49985.0 +- 0.0,50000.0 +- 0.0,21913.966666666667 +- 410.80832709329957
problem_mknap15,0.75,0.01,1,1,372.2 +- 26.74838055039904,49985.0 +- 0.0,50000.0 +- 0.0,22018.933333333334 +- 364.58629680240585
problem_mknap15,0.75,0.1,0,0,386.5 +- 33.66441895307679,49985.0 +- 0.0,50000.0 +- 0.0,21316.766666666666 +- 284.9506531184718
problem_mknap15,0.75,0.1,0,1,298.2 +- 27.274340600139425,49985.0 +- 0.0,50000.0 +- 0.0,22099.3 +- 369.95098929825645
problem_mknap15,0.75,0.1,1,0,444.56666666666666 +- 25.459478735262127,49985.0 +- 0.0,50000.0 +- 0.0,21461.833333333332 +- 348.1339499767824
problem_mknap15,0.75,0.1,1,1,366.76666666666665 +- 32.08360128265478,49985.0 +- 0.0,50000.0 +- 0.0,22018.933333333334 +- 364.58629680240585
problem_mknap15,0.75,0.3,0,0,414.96666666666664 +- 32.51470047726777,49985.0 +- 0.0,50000.0 +- 0.0,18139.7 +- 694.4434710491262
problem_mknap15,0.75,0.3,0,1,302.8666666666667 +- 26.110816008766907,49985.0 +- 0.0,50000.0 +- 0.0,22099.3 +- 369.95098929825645
problem_mknap15,0.75,0.3,1,0,466.6333333333333 +- 33.717368217881855,49985.0 +- 0.0,50000.0 +- 0.0,17907.4 +- 678.1442527856495
problem_mknap15,0.75,0.3,1,1,360.23333333333335 +- 31.279257568282986,49985.0 +- 0.0,50000.0 +- 0.0,22018.933333333334 +- 364.58629680240585
problem_mknap15,0.5,0.01,0,0,335.96666666666664 +- 20.45092247027154,49985.0 +- 0.0,50000.0 +- 0.0,21976.5 +- 471.32957573816356
problem_mknap15,0.5,0.01,0,1,276.43333333333334 +- 27.41341646527938,49985.0 +- 0.0,50000.0 +- 0.0,22270.566666666666 +- 315.8102533040275
problem_mknap15,0.5,0.01,1,0,374.23333333333335 +- 25.09936574735585,49985.0 +- 0.0,50000.0 +- 0.0,21855.066666666666 +- 580.614414952449
problem_mknap15,0.5,0.01,1,1,311.7 +- 24.690009147915234,49985.0 +- 0.0,50000.0 +- 0.0,22142.466666666667 +- 474.83672208842285
problem_mknap15,0.5,0.1,0,0,324.06666666666666 +- 17.66143926132888,49985.0 +- 0.0,50000.0 +- 0.0,21311.933333333334 +- 323.93197810154777
problem_mknap15,0.5,0.1,0,1,246.2 +- 25.241454682382287,49985.0 +- 0.0,50000.0 +- 0.0,22270.566666666666 +- 315.8102533040275
problem_mknap15,0.5,0.1,1,0,356.43333333333334 +- 22.90412300383301,49985.0 +- 0.0,50000.0 +- 0.0,21319.6 +- 343.1510776159176
problem_mknap15,0.5,0.1,1,1,257.23333333333335 +- 25.229543893171577,49985.0 +- 0.0,50000.0 +- 0.0,22142.466666666667 +- 474.83672208842285
problem_mknap15,0.5,0.3,0,0,292.23333333333335 +- 16.49803192721072,49985.0 +- 0.0,50000.0 +- 0.0,18132.766666666666 +- 520.2297690863895
problem_mknap15,0.5,0.3,0,1,173.83333333333334 +- 8.229816830128803,49985.0 +- 0.0,50000.0 +- 0.0,22270.566666666666 +- 315.8102533040275
problem_mknap15,0.5,0.3,1,0,292.8333333333333 +- 9.078520817285439,49985.0 +- 0.0,50000.0 +- 0.0,17998.833333333332 +- 614.9572501729123
problem_mknap15,0.5,0.3,1,1,210.13333333333333 +- 9.722825378115834,49985.0 +- 0.0,50000.0 +- 0.0,22142.466666666667 +- 474.83672208842285
